Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
57,-0.15989158,-2.665934e-21,-2.2453722e-19,-0.0003029083,1.0312799,-1.953396,0.050000001,1.1780128,0.022559736,-2.5733587e-22,1.03128,-1.95339,0
57,-0.15425132,-7.4646604e-21,3.1165539e-20,-0.00030497619,1.0310751,-2.0000012,0.050000001,1.1739988,0.019902078,4.1132811e-23,1.0310751,-2,0
57,-0.15542267,-2.7771299e-21,3.6264519e-20,-0.00030549205,0.99999911,-1.9999996,0.050000001,1.1756415,0.01717202,4.372568e-23,1,-2,0
57,-0.16111054,1.5241377e-21,-2.1849795e-19,-0.0002986117,0.99999887,-1.9534671,0.050000001,1.179744,0.019668734,-2.5024682e-22,1,-1.9534646,0
57,-0.15659887,-2.3301489e-20,6.5342579e-19,-0.00028992185,1.1025574,-1.9532275,0.050000001,1.1735551,0.028826447,7.7667135e-22,1.10256,-1.95323,0
57,-0.15107685,-1.8205799e-20,7.8595631e-19,-0.00028039954,1.102358,-1.9999987,0.050000001,1.1697521,0.025848478,9.1667748e-22,1.1023604,-2,0
57,-0.15279542,8.0242416e-21,6.2481326e-21,-0.00027842139,1.1738293,-1.9530575,0.050000001,1.1685977,0.034719221,1.920161e-23,1.17383,-1.95306,0
57,-0.14741907,1.5418983e-20,-3.7504646e-19,-0.00027947617,1.1736337,-1.9999986,0.050000001,1.1650392,0.031430405,-4.2179375e-22,1.1736355,-2,0
57,-0.14848869,-4.0661864e-22,7.6497016e-23,-0.00026775504,1.2450994,-1.9528875,0.050000001,1.1631653,0.040183615,-2.6924422e-23,1.2451,-1.95289,0
57,-0.14328706,2.4846302e-21,-1.3422185e-19,-0.00028301243,1.2449079,-1.9999987,0.050000001,1.1598856,0.036598291,-1.7903051e-22,1.2449107,-2,0
