Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0,-0.16373236,-7.1721269e-21,-2.3461334e-19,-0.00021073694,1.0312799,-1.953396,0.050000001,1.2239076,-0.0029169407,-2.7394658e-22,1.03128,-1.95339,0
0,-0.15827943,-7.3806903e-21,3.2946116e-20,-0.00021853067,1.0310751,-2.0000012,0.050000001,1.2187259,-0.0031136286,4.9213195e-23,1.0310751,-2,0
0,-0.15790358,-2.235679e-21,3.6612329e-20,-0.00021982996,0.99999911,-1.9999996,0.050000001,1.2187556,-0.006523991,3.9785042e-23,1,-2,0
0,-0.16331139,-2.4972918e-21,-2.2857748e-19,-0.00020125422,0.99999887,-1.9534671,0.050000001,1.2238965,-0.0064623985,-2.6915182e-22,1,-1.9534646,0
0,-0.16440168,-1.1105956e-20,6.7961619e-19,-0.00020211388,1.1025574,-1.9532275,0.050000001,1.2235199,0.0052909548,8.0526078e-22,1.10256,-1.95323,0
0,-0.15885341,-3.8784051e-21,8.1841234e-19,-0.0002125099,1.102358,-1.9999987,0.050000001,1.2182544,0.0048166849,9.5899192e-22,1.1023604,-2,0
0,-0.16475669,9.6485893e-21,5.8826908e-21,-0.0001849556,1.1738293,-1.9530575,0.050000001,1.2226875,0.013611232,1.2546766e-23,1.17383,-1.95306,0
0,-0.15911691,1.0385698e-20,-3.9128409e-19,-0.00020727776,1.1736337,-1.9999986,0.050000001,1.2173505,0.01283785,-4.5297115e-22,1.1736355,-2,0
0,-0.1647712,-2.6253564e-21,3.2433386e-21,-0.00018242671,1.2450994,-1.9528875,0.050000001,1.2213725,0.02202153,1.004701e-24,1.2451,-1.95289,0
0,-0.15904751,-1.8447616e-21,-1.3757183e-19,-0.00020036004,1.2449079,-1.9999987,0.050000001,1.2159798,0.020927629,-1.6514407e-22,1.2449107,-2,0
0,-0.16441838,8.5497493e-21,-2.2238094e-19,-0.00019184199,1.3163654,-1.9527155,0.050000001,1.2195474,0.030493218,-2.9339608e-22,1.31637,-1.95272,0
0,-0.15862164,3.0142546e-21,-2.1735099e-19,-0.00020743048,1.3161781,-1.9999954,0.050000001,1.2141182,0.029057959,-2.626127e-22,1.3161801,-2,0
0,-0.16367356,4.1747767e-20,-9.146501e-19,-0.00019428841,1.3876271,-1.9525417,0.050000001,1.2171776,0.038991038,-1.1163855e-21,1.38763,-1.95254,0
0,-0.15781641,3.7622478e-20,-1.1764083e-18,-0.00020675019,1.3874437,-1.9999989,0.050000001,1.2117358,0.037194751,-1.3719304e-21,1.3874453,-2,0
0,-0.16251181,-1.1413928e-20,2.1359679e-19,-0.00014804379,1.4588956,-1.9523662,0.050000001,1.2142348,0.047473952,2.6497729e-22,1.4589,-1.95237,0
0,-0.15661202,-6.3047415e-21,7.8235317e-20,-0.00017611877,1.4587139,-1.9999983,0.050000001,1.2088126,0.045299232,1.0553504e-22,1.4587147,-2,0
0,-0.16091217,-3.0559151e-20,4.5473479e-19,-0.00012916683,1.5301577,-1.9521855,0.050000001,1.2107025,0.055894136,5.1527349e-22,1.53016,-1.95219,0
0,-0.15498899,-1.4117091e-20,3.2068999e-19,-0.00017512839,1.5299799,-1.9999979,0.050000001,1.2053279,0.053326275,3.8119339e-22,1.5299799,-2,0
0,-0.15885675,2.3108715e-20,-4.4194642e-19,-0.0001293539,1.6014173,-1.9520078,0.050000001,1.206555,0.064198852,-5.5682367e-22,1.60142,-1.95201,0
0,-0.1529329,2.2071706e-20,-4.3910738e-19,-0.00017549234,1.601244,-1.9999987,0.050000001,1.2012632,0.061226767,-5.227683e-22,1.6012454,-2,0
0,-0.15633108,7.1861852e-20,-1.1247341e-18,-0.00011481556,1.6726795,-1.9518298,0.050000001,1.2017802,0.072331212,-1.2861574e-21,1.67268,-1.95183,0
0,-0.15043193,5.3096601e-20,-8.5477598e-19,-0.00015596993,1.672509,-1.9999996,0.050000001,1.196611,0.068947718,-9.716449e-22,1.6725107,-2,0
0,-0.15332572,-3.757413e-20,4.2639803e-19,-0.00011954548,1.7439417,-1.9516516,0.050000001,1.1963778,0.080229893,4.8002108e-22,1.74394,-1.95165,0
0,-0.14747843,-3.9317581e-20,5.6073783e-19,-0.00015827945,1.7437754,-2.0000005,0.050000001,1.1913689,0.076432601,6.2012934e-22,1.7437762,-2,0
0,-0.14983597,-6.8719639e-20,8.9263221e-19,-0.00012933729,1.8152076,-1.9514782,0.050000001,1.1903476,0.087832257,9.7231456e-22,1.81521,-1.95148,0
0,-0.14406992,-7.1314362e-20,1.0291425e-18,-0.00017030988,1.8150445,-1.9999992,0.050000001,1.1855419,0.083623603,1.1025573e-21,1.8150456,-2,0
0,-0.14586493,5.5664434e-20,-6.5513242e-19,-0.00011516949,1.8864694,-1.9512995,0.050000001,1.1837003,0.095073558,-7.4912296e-22,1.88647,-1.9513,0
0,-0.14020902,5.7158012e-20,-7.8406186e-19,-0.00016497968,1.8863091,-1.9999994,0.050000001,1.1791415,0.090460658,-8.6740288e-22,1.8863112,-2,0
0,-0.14141998,3.7792066e-20,-4.5046214e-19,-9.4690447e-05,1.957733,-1.9511259,0.050000001,1.1764575,0.10188907,-4.7077401e-22,1.9577399,-1.95113,0
0,-0.13590464,5.49408e-20,-7.1318546e-19,-0.00015952713,1.9575763,-1.9999993,0.050000001,1.1721865,0.096885212,-7.2611766e-22,1.9575806,-2,0
0,-0.13651474,-7.8025892e-20,8.6073923e-19,-9.4967887e-05,2.0289972,-1.9509518,0.050000001,1.1686429,0.10821633,8.758216e-22,2.029,-1.95095,0
0,-0.13116941,-1.5703688e-20,1.9659352e-19,-0.00015025499,2.028846,-1.9999994,0.050000001,1.1647013,0.10283958,2.1343072e-22,2.0288463,-2,0
0,-0.13116793,8.0747659e-21,1.1597663e-20,-9.945091e-05,2.1002674,-1.9507796,0.050000001,1.1602902,0.11399461,5.2886157e-25,2.10027,-1.95078,0
0,-0.12602125,3.9346681e-20,-3.9232703e-19,-0.00014639016,2.1001194,-2.0000012,0.050000001,1.1567194,0.10826816,-3.7516826e-22,2.1001217,-2,0
0,-0.12540554,5.9539711e-20,-6.4982389e-19,-8.7332803e-05,2.1715395,-1.9506115,0.050000001,1.1514454,0.11916742,-6.8347363e-22,2.17154,-1.95061,0
0,-0.12048504,4.4572705e-20,-5.1661162e-19,-0.00014707091,2.1713924,-2.0000005,0.050000001,1.1482822,0.11311964,-5.1314309e-22,2.1713912,-2,0
0,-0.11925665,4.4241041e-20,-4.2554077e-19,-5.4799493e-05,2.2428095,-1.9504455,0.050000001,1.1421578,0.12368275,-4.0107238e-22,2.24281,-1.9504499,0
0,-0.1145879,2.776983e-20,-2.9043244e-19,-0.00012381717,2.2426655,-1.999997,0.050000001,1.1394379,0.11734678,-2.5085562e-22,2.242667,-2,0
0,-0.11275635,9.5334911e-20,-8.4881836e-19,-2.4024905e-05,2.3140814,-1.9502792,0.050000001,1.132483,0.12749542,-7.8838254e-22,2.31408,-1.95028,0
0,-0.1083613,5.8930738e-20,-5.8472979e-19,-9.8832628e-05,2.3139405,-1.9999985,0.050000001,1.1302371,0.12090652,-5.2461143e-22,2.3139429,-2,0
0,-0.10594204,2.8097144e-20,-2.1478331e-19,-4.9390646e-06,2.3853595,-1.9501178,0.050000001,1.1224779,0.13056535,-2.1857601e-22,2.38536,-1.95012,0
0,-0.1018409,-5.9319921e-21,4.8865116e-20,-8.1893435e-05,2.3852208,-1.9999992,0.050000001,1.1207329,0.12376334,2.3645792e-23,2.3852224,-2,0
0,-0.098854326,7.1762138e-20,-6.2276743e-19,-2.0755871e-05,2.45664,-1.9499558,0.050000001,1.1122078,0.13286006,-4.9429408e-22,2.45664,-1.94996,0
0,-0.095063761,6.401945e-20,-6.1648215e-19,-9.206705e-05,2.4565017,-1.9999996,0.050000001,1.1109844,0.12588668,-4.5364642e-22,2.456502,-2,0
0,-0.091535792,4.0371164e-20,-4.1498783e-19,-3.4545232e-05,2.5279176,-1.9497977,0.050000001,1.1017427,0.13435341,-3.1291621e-22,2.52792,-1.9498,0
0,-0.088069662,4.1333879e-20,-4.1647409e-19,-0.00010347546,2.5277815,-1.9999992,0.050000001,1.1010585,0.12725295,-3.1747037e-22,2.5277815,-2,0
0,-0.084030077,9.6333991e-20,-7.9983604e-19,-3.4897857e-05,2.5991995,-1.9496392,0.050000001,1.0911479,0.13502659,-4.8052055e-22,2.5992,-1.94964,0
0,-0.08089827,3.1760139e-20,-2.9090991e-19,-0.00010438292,2.599067,-1.9999983,0.050000001,1.0910169,0.12784398,-1.4803606e-22,2.5990674,-2,0
0,-0.076380581,1.2712586e-19,-1.0059292e-18,-3.8543851e-05,2.6704884,-1.9494878,0.050000001,1.0804877,0.13486771,-6.0605545e-22,2.67049,-1.94949,0
0,-0.073590592,7.0684703e-20,-6.2261311e-19,-0.0001001486,2.6703563,-1.9999977,0.050000001,1.0809199,0.12764958,-3.5825715e-22,2.670357,-2,0
0,-0.06863191,-4.7210293e-20,3.952961e-19,-1.0328726e-05,2.7417717,-1.94934,0.050000001,1.0698354,0.13387203,2.6761537e-22,2.74177,-1.94934,0
0,-0.066187374,-1.4102613e-21,1.8083569e-20,-7.7076489e-05,2.7416449,-2.0000012,0.050000001,1.070837,0.12666394,5.1905514e-23,2.741643,-2,0
0,-0.060825985,-1.4662397e-19,1.1827705e-18,7.1318545e-06,2.8130591,-1.94919,0.050000001,1.0592579,0.13204007,6.00608e-22,2.81306,-1.94919,0
0,-0.058728069,-9.3168609e-20,8.0429925e-19,-6.8902002e-05,2.8129358,-1.9999989,0.050000001,1.0608307,0.12488828,3.8979253e-22,2.8129389,-2,0
0,-0.053003687,-4.8228934e-20,3.9634693e-19,3.4592496e-05,2.8843534,-1.9490417,0.050000001,1.0488226,0.12937763,1.9036312e-22,2.8843601,-1.9490401,0
0,-0.051250972,-3.0105623e-20,2.7500315e-19,-5.0651735e-05,2.8842294,-1.9999977,0.050000001,1.0509638,0.12232762,1.3625404e-22,2.8842323,-2,0
0,-0.045204833,4.8920741e-20,-3.8836269e-19,5.5881992e-05,2.9556475,-1.9489,0.050000001,1.0385927,0.12589708,-1.7237408e-22,2.9556501,-1.9489,0
0,-0.043793052,6.1479003e-20,-5.1440057e-19,-2.3712546e-05,2.9555271,-1.9999985,0.050000001,1.0412951,0.1189933,-2.2545655e-22,2.9555285,-2,0
0,-0.037465952,2.4736781e-20,-1.8963241e-19,5.5016066e-05,3.0269477,-1.9487578,0.050000001,1.0286303,0.12161481,-5.8897169e-23,3.0269499,-1.94876,0
0,-0.036389038,8.9783525e-21,-6.9017643e-20,-2.5573117e-05,3.0268283,-2.0000005,0.050000001,1.0318841,0.11490007,-2.107896e-23,3.0268281,-2,0
0,-0.029821938,4.6804936e-20,-3.7652693e-19,8.461385e-05,3.0982502,-1.9486192,0.050000001,1.0189977,0.11654995,-1.0434716e-22,3.0982499,-1.94862,0
0,-0.029071817,1.5798796e-20,-1.3388134e-19,-2.0539643e-05,3.0981302,-1.9999998,0.050000001,1.0227913,0.11006681,-3.7170621e-23,3.0981276,-2,0
0,-0.022305064,6.3771018e-20,-5.6077257e-19,0.00011835075,3.1695499,-1.9484875,0.050000001,1.0097477,0.11072613,-1.0230967e-22,3.1695499,-1.94849,0
0,-0.02187187,4.4654334e-20,-4.4177054e-19,1.2209751e-05,3.1694336,-1.9999992,0.050000001,1.0140672,0.10451564,-7.1592926e-23,3.1694338,-2,0
0,-0.014944832,8.2590494e-21,2.8944978e-21,0.00016190622,3.2408519,-1.9483581,0.050000001,1.0009371,0.10416994,-1.8676107e-23,3.24085,-1.94836,0
0,-0.014817704,2.7545835e-21,-2.4531144e-21,5.9006034e-05,3.2407391,-1.9999993,0.050000001,1.005766,0.098271549,-1.7372767e-23,3.2407401,-2,0
0,-0.007768427,1.6613729e-20,-1.8143903e-19,0.00022519179,3.3121595,-1.9482278,0.050000001,0.99261951,0.096910723,1.4967265e-23,3.31216,-1.94823,0
0,-0.0079355575,2.469976e-20,-3.0056161e-19,0.00010138782,3.312048,-2.0000005,0.050000001,0.99794024,0.091362722,1.3622798e-23,3.3120499,-2,0
0,-0.00080097455,8.0511111e-20,-9.1524722e-19,0.00028204775,3.3834693,-1.9480995,0.050000001,0.98484594,0.088979624,-1.4201362e-24,3.3834701,-1.9481,0
0,-0.0012495391,4.0396095e-20,-4.4209154e-19,0.00014163782,3.3833606,-1.9999996,0.050000001,0.99063605,0.083819464,-1.6615268e-23,3.3833594,-2,0
