Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
70,-0.17240892,-2.5105255e-21,-2.3247725e-19,-0.0003008706,1.0312799,-1.953396,0.050000001,1.2136527,0.023811348,-2.8488516e-22,1.03128,-1.95339,0
70,-0.16649783,-8.5384604e-21,3.1996357e-20,-0.00030170617,1.0310751,-2.0000012,0.050000001,1.2082075,0.022468988,4.9042056e-23,1.0310751,-2,0
70,-0.16663487,-3.0075693e-21,3.657012e-20,-0.00029680424,0.99999911,-1.9999996,0.050000001,1.2089685,0.01885966,4.3430693e-23,1,-2,0
70,-0.17252025,2.2783886e-21,-2.2600485e-19,-0.00029156529,0.99999887,-1.9534671,0.050000001,1.2144074,0.020028885,-2.7895841e-22,1,-1.9534646,0
70,-0.17174748,-2.6166107e-20,6.7316765e-19,-0.00030080412,1.1025574,-1.9532275,0.050000001,1.211385,0.032441732,8.4363042e-22,1.10256,-1.95323,0
70,-0.16578835,-2.1333099e-20,8.1048247e-19,-0.00030021026,1.102358,-1.9999987,0.050000001,1.2059375,0.030740539,1.0018211e-21,1.1023604,-2,0
70,-0.1706555,9.6919032e-21,6.6514324e-21,-0.00027762059,1.1738293,-1.9530575,0.050000001,1.2085426,0.041044712,1.5759393e-23,1.17383,-1.95306,0
70,-0.16466355,1.8815627e-20,-3.8628158e-19,-0.00028142871,1.1736337,-1.9999986,0.050000001,1.2031201,0.038967721,-4.6907744e-22,1.1736355,-2,0
70,-0.16911101,-2.4818589e-21,1.7180487e-21,-0.00026586393,1.2450994,-1.9528875,0.050000001,1.2051051,0.049575333,-9.2413367e-24,1.2451,-1.95289,0
70,-0.16310519,1.2744288e-21,-1.3753179e-19,-0.00029041595,1.2449079,-1.9999987,0.050000001,1.1997361,0.047108173,-1.8050819e-22,1.2449107,-2,0
70,-0.16709544,1.4207984e-20,-2.1863792e-19,-0.00026853944,1.3163654,-1.9527155,0.050000001,1.20105,0.057983063,-2.9711523e-22,1.31637,-1.95272,0
70,-0.16109779,7.7509433e-21,-2.1380066e-19,-0.00029282089,1.3161781,-1.9999954,0.050000001,1.1957678,0.05511437,-2.6551238e-22,1.3161801,-2,0
70,-0.16459566,6.274585e-20,-8.9983199e-19,-0.00025790848,1.3876271,-1.9525417,0.050000001,1.1963602,0.066211857,-1.1286483e-21,1.38763,-1.95254,0
70,-0.15862948,6.2518576e-20,-1.1568696e-18,-0.00026916622,1.3874437,-1.9999989,0.050000001,1.1912029,0.062933497,-1.3813888e-21,1.3874453,-2,0
70,-0.16160038,-1.6058818e-20,2.0807608e-19,-0.00023718073,1.4588956,-1.9523662,0.050000001,1.1910349,0.074201763,2.54994e-22,1.4589,-1.95237,0
70,-0.15569343,-8.1205549e-21,7.5690386e-20,-0.00026348775,1.4587139,-1.9999983,0.050000001,1.1860417,0.070510559,9.9687961e-23,1.4587147,-2,0
70,-0.15810551,-3.9412413e-20,4.4434933e-19,-0.00024072619,1.5301577,-1.9521855,0.050000001,1.1850775,0.08188916,4.9998267e-22,1.53016,-1.95219,0
70,-0.15228568,-2.1198537e-20,3.1429994e-19,-0.00026952082,1.5299799,-1.9999979,0.050000001,1.180288,0.077786349,3.7761984e-22,1.5299799,-2,0
70,-0.15411234,3.328166e-20,-4.3268419e-19,-0.00022304962,1.6014173,-1.9520078,0.050000001,1.1784902,0.08920835,-5.4728196e-22,1.60142,-1.95201,0
70,-0.14840935,3.1263773e-20,-4.2984751e-19,-0.00024543059,1.601244,-1.9999987,0.050000001,1.1739496,0.084700748,-5.1207529e-22,1.6012454,-2,0
70,-0.14962818,9.3041527e-20,-1.0960485e-18,-0.00020134095,1.6726795,-1.9518298,0.050000001,1.1712928,0.096093826,-1.2296553e-21,1.67268,-1.95183,0
70,-0.14407231,6.8945116e-20,-8.3210963e-19,-0.00022729112,1.672509,-1.9999996,0.050000001,1.1670439,0.091193534,-9.2318748e-22,1.6725107,-2,0
70,-0.14466631,-4.4159564e-20,4.1400772e-19,-0.00020604712,1.7439417,-1.9516516,0.050000001,1.163518,0.10247986,4.4285081e-22,1.74394,-1.95165,0
70,-0.13928789,-4.8464709e-20,5.4545189e-19,-0.00024228834,1.7437754,-2.0000005,0.050000001,1.1595994,0.097204767,5.7889057e-22,1.7437762,-2,0
70,-0.13924606,-8.2847702e-20,8.6713457e-19,-0.00020837667,1.8152076,-1.9514782,0.050000001,1.1551952,0.1083042,9.0908785e-22,1.81521,-1.95148,0
70,-0.13407516,-8.7542844e-20,1.0004806e-18,-0.00024957693,1.8150445,-1.9999992,0.050000001,1.1516496,0.10267756,1.0335776e-21,1.8150456,-2,0
70,-0.13339478,6.6534105e-20,-6.3593625e-19,-0.00017597213,1.8864694,-1.9512995,0.050000001,1.1463654,0.11350758,-6.9461462e-22,1.88647,-1.9513,0
70,-0.12845878,6.9806606e-20,-7.6151979e-19,-0.00021819428,1.8863091,-1.9999994,0.050000001,1.1432346,0.1075569,-8.0300941e-22,1.8863112,-2,0
70,-0.1271428,4.3924253e-20,-4.3581939e-19,-0.00015365258,1.957733,-1.9511259,0.050000001,1.1370827,0.11803451,-4.314846e-22,1.9577399,-1.95113,0
70,-0.12246821,6.4117529e-20,-6.9116146e-19,-0.00018949209,1.9575763,-1.9999993,0.050000001,1.1344024,0.11179318,-6.6308856e-22,1.9575806,-2,0
70,-0.1205268,-8.7015135e-20,8.2907713e-19,-0.00015831715,2.0289972,-1.9509518,0.050000001,1.1274079,0.1218372,7.5917434e-22,2.029,-1.95095,0
70,-0.11613677,-1.8377325e-20,1.879937e-19,-0.000192722,2.028846,-1.9999994,0.050000001,1.1252073,0.11534216,1.7819771e-22,2.0288463,-2,0
