Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
8,-0.15174584,-1.0259554e-20,-2.3572396e-19,-0.00017897692,1.0312799,-1.953396,0.050000001,1.2299925,-0.021956271,-2.559084e-22,1.03128,-1.95339,0
8,-0.14708517,-6.2876292e-21,3.3884388e-20,-0.00020293321,1.0310751,-2.0000012,0.050000001,1.2252293,-0.021182708,4.7042187e-23,1.0310751,-2,0
8,-0.14644982,-1.6318645e-21,3.6672222e-20,-0.0001988763,0.99999911,-1.9999996,0.050000001,1.2246494,-0.024298688,3.637774e-23,1,-2,0
8,-0.15106706,-5.8364826e-21,-2.3021737e-19,-0.00017203638,0.99999887,-1.9534671,0.050000001,1.2293506,-0.025161266,-2.5203957e-22,1,-1.9534646,0
8,-0.15314892,7.387086e-23,6.8379035e-19,-0.0001550634,1.1025574,-1.9532275,0.050000001,1.2312049,-0.014454194,7.4944684e-22,1.10256,-1.95323,0
8,-0.14839002,8.7494561e-21,8.2342366e-19,-0.00017912495,1.102358,-1.9999987,0.050000001,1.226305,-0.013854911,8.9439742e-22,1.1023604,-2,0
8,-0.15439141,9.31881e-21,5.015041e-21,-0.00011580855,1.1738293,-1.9530575,0.050000001,1.2321374,-0.0067457957,9.0610189e-24,1.17383,-1.95306,0
8,-0.14952655,4.0620627e-21,-3.9504954e-19,-0.00015240212,1.1736337,-1.9999986,0.050000001,1.2270981,-0.0063415938,-4.2637238e-22,1.1736355,-2,0
8,-0.15545291,-2.5978659e-21,4.5763646e-21,-0.00011357469,1.2450994,-1.9528875,0.050000001,1.2327574,0.0011726165,8.3393397e-24,1.2451,-1.95289,0
8,-0.15047684,-3.9960417e-21,-1.3716991e-19,-0.0001607812,1.2449079,-1.9999987,0.050000001,1.2275763,0.0013586072,-1.478539e-22,1.2449107,-2,0
8,-0.15631011,4.0066561e-21,-2.253683e-19,-0.00010326491,1.3163654,-1.9527155,0.050000001,1.2330248,0.0092992354,-2.7858642e-22,1.31637,-1.95272,0
8,-0.1512198,-5.1028067e-22,-2.2030792e-19,-0.00015213028,1.3161781,-1.9999954,0.050000001,1.2277055,0.0092420038,-2.5130556e-22,1.3161801,-2,0
8,-0.15693775,2.4746696e-20,-9.2542413e-19,-8.1825339e-05,1.3876271,-1.9525417,0.050000001,1.2329025,0.017626051,-1.0646042e-21,1.38763,-1.95254,0
8,-0.1517317,1.8349199e-20,-1.1912007e-18,-0.00013153143,1.3874437,-1.9999989,0.050000001,1.2274518,0.017299419,-1.3172392e-21,1.3874453,-2,0
8,-0.15730754,-7.5756949e-21,2.1862714e-19,-7.9155594e-05,1.4588956,-1.9523662,0.050000001,1.2323498,0.026139278,2.6377911e-22,1.4589,-1.95237,0
8,-0.15198895,-4.7534604e-21,8.0839573e-20,-0.00013960009,1.4587139,-1.9999983,0.050000001,1.226778,0.025516108,1.0662418e-22,1.4587147,-2,0
8,-0.15739112,-2.3090113e-20,4.6316857e-19,-6.7151283e-05,1.5301577,-1.9521855,0.050000001,1.2313199,0.034816924,5.1079539e-22,1.53016,-1.95219,0
8,-0.15196519,-8.3289535e-21,3.2558669e-19,-0.00013023918,1.5299799,-1.9999979,0.050000001,1.2256438,0.03387028,3.7016792e-22,1.5299799,-2,0
8,-0.15715966,1.4708762e-20,-4.497426e-19,-5.670336e-05,1.6014173,-1.9520078,0.050000001,1.2297775,0.043630462,-5.4339006e-22,1.60142,-1.95201,0
8,-0.15163538,1.4681438e-20,-4.4695836e-19,-0.00011969436,1.601244,-1.9999987,0.050000001,1.2240174,0.042334165,-5.1342279e-22,1.6012454,-2,0
8,-0.15658449,5.4207976e-20,-1.1490003e-18,-5.4978449e-05,1.6726795,-1.9518298,0.050000001,1.227685,0.052544218,-1.2908905e-21,1.67268,-1.95183,0
8,-0.15097439,3.9999679e-20,-8.7409788e-19,-0.00012485086,1.672509,-1.9999996,0.050000001,1.2218647,0.050873503,-9.8069764e-22,1.6725107,-2,0
8,-0.15563935,-3.199691e-20,4.3815457e-19,-2.6612579e-05,1.7439417,-1.9516516,0.050000001,1.2250001,0.061515074,4.9874099e-22,1.74394,-1.95165,0
8,-0.14995934,-3.1906528e-20,5.7486592e-19,-0.00010253396,1.7437754,-2.0000005,0.050000001,1.2191511,0.059447594,6.3830883e-22,1.7437762,-2,0
8,-0.15429914,-5.6937414e-20,9.150395e-19,9.0849699e-07,1.8152076,-1.9514782,0.050000001,1.2216974,0.070494123,9.9814225e-22,1.81521,-1.95148,0
8,-0.148569,-5.8175961e-20,1.054294e-18,-8.8125227e-05,1.8150445,-1.9999992,0.050000001,1.2158539,0.068010397,1.1306782e-21,1.8150456,-2,0
8,-0.15254432,4.6301021e-20,-6.7262957e-19,-1.7350185e-07,1.8864694,-1.9512995,0.050000001,1.2177527,0.079425499,-7.7298367e-22,1.88647,-1.9513,0
8,-0.14678504,4.6774059e-20,-8.0473998e-19,-9.180091e-05,1.8863091,-1.9999994,0.050000001,1.2119492,0.076509602,-8.9852191e-22,1.8863112,-2,0
8,-0.1503579,3.2707025e-20,-4.63541e-19,2.036043e-06,1.957733,-1.9511259,0.050000001,1.2131449,0.088248603,-4.924719e-22,1.9577399,-1.95113,0
8,-0.14459445,4.775768e-20,-7.3323988e-19,-8.2857405e-05,1.9575763,-1.9999993,0.050000001,1.2074225,0.084889606,-7.6429277e-22,1.9575806,-2,0
8,-0.14772838,-7.088742e-20,8.9157569e-19,4.0676055e-06,2.0289972,-1.9509518,0.050000001,1.2078627,0.096899264,9.6487922e-22,2.029,-1.95095,0
8,-0.14198737,-1.3406173e-20,2.0525238e-19,-7.7609053e-05,2.028846,-1.9999994,0.050000001,1.202265,0.093090937,2.4140888e-22,2.0288463,-2,0
8,-0.14464885,8.9485635e-21,1.2655328e-20,-8.8972502e-06,2.1002674,-1.9507796,0.050000001,1.2019026,0.10531048,7.1768213e-25,2.10027,-1.95078,0
8,-0.13895822,3.7690068e-20,-4.0467475e-19,-8.5885535e-05,2.1001194,-2.0000012,0.050000001,1.1964738,0.10105167,-4.1162022e-22,2.1001217,-2,0
8,-0.1411192,5.3017201e-20,-6.7169614e-19,-6.0407447e-06,2.1715395,-1.9506115,0.050000001,1.1952753,0.11341304,-7.4094628e-22,2.17154,-1.95061,0
8,-0.13550848,4.055504e-20,-5.3337257e-19,-8.0418846e-05,2.1713924,-2.0000005,0.050000001,1.1900622,0.10870881,-5.5746536e-22,2.1713912,-2,0
8,-0.13714479,4.3032575e-20,-4.4214334e-19,2.7066255e-06,2.2428095,-1.9504455,0.050000001,1.1879927,0.12113865,-4.6004959e-22,2.24281,-1.9504499,0
8,-0.1316438,2.7738077e-20,-3.0140549e-19,-7.0529626e-05,2.2426655,-1.999997,0.050000001,1.1830407,0.11599997,-2.9194876e-22,2.242667,-2,0
8,-0.13273776,9.4264643e-20,-8.8455138e-19,9.8929277e-06,2.3140814,-1.9502792,0.050000001,1.1800779,0.12842074,-9.1644998e-22,2.31408,-1.95028,0
