Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
35,-0.11398806,-1.3507963e-20,-2.2312602e-19,-9.0439942e-05,1.0312799,-1.953396,0.050000001,1.1751052,-0.043631822,-1.8286961e-22,1.03128,-1.95339,0
35,-0.11097337,-3.1491089e-21,3.3654932e-20,-0.00013640344,1.0310751,-2.0000012,0.050000001,1.1733521,-0.043971356,2.9500915e-23,1.0310751,-2,0
35,-0.11196706,-5.7355287e-22,3.6255249e-20,-0.00013698595,0.99999911,-1.9999996,0.050000001,1.1735715,-0.045196477,3.2977226e-23,1,-2,0
35,-0.11508148,-1.0481962e-20,-2.1906054e-19,-9.4941905e-05,0.99999887,-1.9534671,0.050000001,1.1754025,-0.044866093,-1.7802687e-22,1,-1.9534646,0
35,-0.11134568,1.6742594e-20,6.543937e-19,-6.6809065e-05,1.1025574,-1.9532275,0.050000001,1.1744452,-0.041121796,5.5722236e-22,1.10256,-1.95323,0
35,-0.10854993,2.7146029e-20,7.8662586e-19,-0.00010956376,1.102358,-1.9999987,0.050000001,1.1728653,-0.041435681,6.5810947e-22,1.1023604,-2,0
35,-0.1085932,5.9209281e-21,3.2218414e-21,-5.3808733e-05,1.1738293,-1.9530575,0.050000001,1.1738527,-0.038904965,1.12118e-23,1.17383,-1.95306,0
35,-0.10601943,-8.4148026e-21,-3.8006057e-19,-9.7009288e-05,1.1736337,-1.9999986,0.050000001,1.1724381,-0.039165106,-3.0620453e-22,1.1736355,-2,0
35,-0.1057727,1.0309026e-21,3.3289316e-21,-3.8604383e-05,1.2450994,-1.9528875,0.050000001,1.1733751,-0.036965642,-1.5830386e-23,1.2451,-1.95289,0
35,-0.10342118,-4.110025e-21,-1.3085399e-19,-0.00010301155,1.2449079,-1.9999987,0.050000001,1.1721138,-0.037144087,-1.2396596e-22,1.2449107,-2,0
35,-0.10292628,-5.4128276e-21,-2.1543425e-19,8.3637924e-06,1.3163654,-1.9527155,0.050000001,1.1730551,-0.035281524,-1.7652174e-22,1.31637,-1.95272,0
35,-0.10079409,-8.3916213e-21,-2.1308118e-19,-7.9010482e-05,1.3161781,-1.9999954,0.050000001,1.1719333,-0.035351161,-1.6536875e-22,1.3161801,-2,0
35,-0.10009661,-1.6495657e-20,-8.7747547e-19,8.4097526e-05,1.3876271,-1.9525417,0.050000001,1.1729376,-0.03382377,-6.8477327e-22,1.38763,-1.95254,0
35,-0.098177031,-3.1111045e-20,-1.1365552e-18,-3.5567406e-05,1.3874437,-1.9999989,0.050000001,1.1719369,-0.033758856,-8.5760818e-22,1.3874453,-2,0
35,-0.097325057,6.6603525e-21,2.1229031e-19,0.00015459261,1.4588956,-1.9523662,0.050000001,1.1730576,-0.032556884,1.512399e-22,1.4589,-1.95237,0
35,-0.095608816,2.0011464e-21,8.0977137e-20,2.976841e-06,1.4587139,-1.9999983,0.050000001,1.1721548,-0.032333728,5.8363729e-23,1.4587147,-2,0
35,-0.094652236,6.8718441e-21,4.416903e-19,0.00022748778,1.5301577,-1.9521855,0.050000001,1.1734525,-0.031439178,3.0552209e-22,1.53016,-1.95219,0
35,-0.093126096,8.0521501e-21,3.0822352e-19,4.4810258e-05,1.5299799,-1.9999979,0.050000001,1.1726199,-0.031036701,2.2692459e-22,1.5299799,-2,0
35,-0.09211617,-1.0981993e-20,-4.3176858e-19,0.00031897065,1.6014173,-1.9520078,0.050000001,1.174155,-0.030422902,-3.2217132e-22,1.60142,-1.95201,0
35,-0.090763822,-1.0630697e-20,-4.3066598e-19,9.7409502e-05,1.601244,-1.9999987,0.050000001,1.1733615,-0.0298234,-3.1033995e-22,1.6012454,-2,0
35,-0.089752048,-2.4382593e-20,-1.0992096e-18,0.00042114459,1.6726795,-1.9518298,0.050000001,1.1751875,-0.02945493,-7.463899e-22,1.67268,-1.95183,0
35,-0.088553995,-2.0333171e-20,-8.3640063e-19,0.00015449917,1.672509,-1.9999996,0.050000001,1.1743988,-0.028644746,-5.6223604e-22,1.6725107,-2,0
35,-0.08759138,7.0523157e-21,4.3124281e-19,0.0005437677,1.7439417,-1.9516516,0.050000001,1.1765674,-0.028477354,2.8140721e-22,1.74394,-1.95165,0
35,-0.086525194,1.2711154e-20,5.6295162e-19,0.00022863192,1.7437754,-2.0000005,0.050000001,1.175747,-0.02744747,3.6883286e-22,1.7437762,-2,0
35,-0.085661322,1.5215288e-20,8.8133768e-19,0.00068798801,1.8152076,-1.9514782,0.050000001,1.1783024,-0.027428674,5.7210409e-22,1.81521,-1.95148,0
35,-0.084701993,2.0278203e-20,1.0168792e-18,0.00032308363,1.8150445,-1.9999992,0.050000001,1.1774122,-0.026175324,6.5771416e-22,1.8150456,-2,0
35,-0.083984487,-1.178056e-20,-6.5325705e-19,0.00084927544,1.8864694,-1.9512995,0.050000001,1.1803974,-0.026244754,-4.284996e-22,1.88647,-1.9513,0
35,-0.083104409,-1.8126393e-20,-7.852561e-19,0.0004201633,1.8863091,-1.9999994,0.050000001,1.1793956,-0.024769586,-5.0917425e-22,1.8863112,-2,0
