Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
130,-0.15706462,-1.9218012e-22,-2.2277698e-19,-0.00029904605,1.0312799,-1.953396,0.050000001,1.1707754,0.035146948,-2.5067571e-22,1.03128,-1.95339,0
130,-0.15139203,-7.7177858e-21,3.0930021e-20,-0.00031525744,1.0310751,-2.0000012,0.050000001,1.1668346,0.031965159,3.9045586e-23,1.0310751,-2,0
130,-0.15285283,-3.039001e-21,3.625521e-20,-0.0003161474,0.99999911,-1.9999996,0.050000001,1.1688221,0.029267432,4.3870032e-23,1,-2,0
130,-0.15859056,3.8659288e-21,-2.1678587e-19,-0.00029826432,0.99999887,-1.9534671,0.050000001,1.172873,0.032282613,-2.4311088e-22,1,-1.9534646,0
130,-0.15305439,-2.986629e-20,6.4923033e-19,-0.00026643142,1.1025574,-1.9532275,0.050000001,1.1654652,0.041278169,7.6063791e-22,1.10256,-1.95323,0
130,-0.14753751,-2.6197603e-20,7.8061283e-19,-0.00028245451,1.102358,-1.9999987,0.050000001,1.1617841,0.03776747,8.9603199e-22,1.1023604,-2,0
130,-0.14852171,7.6416577e-21,6.3002692e-21,-0.00025916225,1.1738293,-1.9530575,0.050000001,1.1596478,0.046956345,2.0409237e-23,1.17383,-1.95306,0
130,-0.14318985,1.8925435e-20,-3.7240392e-19,-0.00027221636,1.1736337,-1.9999986,0.050000001,1.1562617,0.043131426,-4.0977058e-22,1.1736355,-2,0
130,-0.14348122,-2.4903198e-22,-6.1525304e-22,-0.00025881306,1.2450994,-1.9528875,0.050000001,1.1533529,0.052123599,-3.1656471e-23,1.2451,-1.95289,0
130,-0.13836461,3.9989865e-21,-1.3377757e-19,-0.00026704583,1.2449079,-1.9999987,0.050000001,1.1502979,0.048004612,-1.7906594e-22,1.2449107,-2,0
130,-0.13795386,1.3864909e-20,-2.0891162e-19,-0.00025479074,1.3163654,-1.9527155,0.050000001,1.1466203,0.056724384,-2.4204285e-22,1.31637,-1.95272,0
130,-0.13308257,7.3907311e-21,-2.0587373e-19,-0.00026599361,1.3161781,-1.9999954,0.050000001,1.1439316,0.052336521,-2.1687881e-22,1.3161801,-2,0
130,-0.13196784,5.7649086e-20,-8.5632007e-19,-0.00024352467,1.3876271,-1.9525417,0.050000001,1.1394954,0.060705673,-9.1871695e-22,1.38763,-1.95254,0
130,-0.12737,5.5821327e-20,-1.1044246e-18,-0.00025889426,1.3874437,-1.9999989,0.050000001,1.1372064,0.056078166,-1.1167296e-21,1.3874453,-2,0
