Time,"p","vorticity:0","vorticity:1","vorticity:2","C:0","C:1","C:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
136,-0.16938704,8.456188e-22,-2.2696363e-19,-0.00033431896,1.0312799,-1.953396,0.050000001,1.1889678,0.04211418,-2.7424097e-22,1.03128,-1.95339,0
136,-0.16333941,-8.7260688e-21,3.1038133e-20,-0.00035095526,1.0310751,-2.0000012,0.050000001,1.1840802,0.039343275,4.4607105e-23,1.0310751,-2,0
136,-0.16430375,-3.3933182e-21,3.6403644e-20,-0.00035375552,0.99999911,-1.9999996,0.050000001,1.1857779,0.036051385,4.52511e-23,1,-2,0
136,-0.17037584,5.3518287e-21,-2.205058e-19,-0.00033549598,0.99999887,-1.9534671,0.050000001,1.1907308,0.038633056,-2.6707864e-22,1,-1.9534646,0
136,-0.16661507,-3.5230181e-20,6.5902265e-19,-0.00031610607,1.1025574,-1.9532275,0.050000001,1.1843426,0.049810544,8.233444e-22,1.10256,-1.95323,0
136,-0.16063376,-3.2112085e-20,7.9287671e-19,-0.00032221066,1.102358,-1.9999987,0.050000001,1.1796145,0.046654269,9.731688e-22,1.1023604,-2,0
136,-0.16331813,8.7588499e-21,6.8632492e-21,-0.00032196986,1.1738293,-1.9530575,0.050000001,1.1791152,0.057212923,1.9398574e-23,1.17383,-1.95306,0
136,-0.15742974,2.2977556e-20,-3.7745593e-19,-0.00031936282,1.1736337,-1.9999986,0.050000001,1.1745827,0.053671591,-4.4935814e-22,1.1736355,-2,0
136,-0.15949465,-1.3917571e-21,-1.2589026e-22,-0.00031735239,1.2450994,-1.9528875,0.050000001,1.1732877,0.064259812,-2.3937061e-23,1.2451,-1.95289,0
136,-0.15372834,4.0535041e-21,-1.3580448e-19,-0.0003230726,1.2449079,-1.9999987,0.050000001,1.1689907,0.060338821,-1.8674789e-22,1.2449107,-2,0
136,-0.15514879,1.6832605e-20,-2.1229786e-19,-0.00029069913,1.3163654,-1.9527155,0.050000001,1.1668751,0.070888616,-2.7407083e-22,1.31637,-1.95272,0
136,-0.149535,9.9037721e-21,-2.0837933e-19,-0.00030841294,1.3161781,-1.9999954,0.050000001,1.1628555,0.066598371,-2.4483004e-22,1.3161801,-2,0
136,-0.15029177,7.0734024e-20,-8.7249977e-19,-0.00026903336,1.3876271,-1.9525417,0.050000001,1.1599003,0.077035971,-1.0396595e-21,1.38763,-1.95254,0
136,-0.14485995,7.1642772e-20,-1.1230759e-18,-0.00029060888,1.3874437,-1.9999989,0.050000001,1.156198,0.072391294,-1.2660962e-21,1.3874453,-2,0
